QuestionID,SurveyID,SpaceTypeID,ScoringCategoryID,CategoryID,SubcategoryID,GradeApplicability,QuestionText,QuestionType,ParentScoringPattern,QuestionWeight,DisplayOrder,IsRequired,IsActive,LegacyQuestionID
CP-002,SRV-ARRIVAL-MAIN-ENTRY,SPT-COMMUNITY-PARTNER,SCAT-AMO,CAT-COMMUNITY-PARTNER-FUNCTION,SUB-COMMUNITY-PARTNER-FUNCTION-SAFETY,All,Select all that apply (Access and Security),MultiSelect,MixedItemScoring,1,110,True,True,CP-002
CP-003,SRV-ARRIVAL-MAIN-ENTRY,SPT-COMMUNITY-PARTNER,SCAT-AMO,CAT-COMMUNITY-PARTNER-FUNCTION,SUB-COMMUNITY-PARTNER-FUNCTION-ADJACENCIES,All,What visual connection does the suite have with the main reception area?,SingleSelect,SingleResponse,1,120,True,True,CP-003
CP-004,SRV-ARRIVAL-MAIN-ENTRY,SPT-COMMUNITY-PARTNER,SCAT-AMO,CAT-COMMUNITY-PARTNER-FUNCTION,SUB-COMMUNITY-PARTNER-FUNCTION-LAYOUT,ES,Select all that are provided within the suite (Spaces Checklist),MultiSelect,MixedItemScoring,1,130,True,True,CP-004
CP-005,SRV-ARRIVAL-MAIN-ENTRY,SPT-COMMUNITY-PARTNER,SCAT-AMO,CAT-COMMUNITY-PARTNER-FUNCTION,SUB-COMMUNITY-PARTNER-FUNCTION-LAYOUT,MS/HS,Select all that are provided within the suite (Spaces Checklist),MultiSelect,MixedItemScoring,1,140,True,True,CP-005
CP-006,SRV-ARRIVAL-MAIN-ENTRY,SPT-COMMUNITY-PARTNER,SCAT-AMO,CAT-COMMUNITY-PARTNER-FUNCTION,SUB-COMMUNITY-PARTNER-FUNCTION-LAYOUT,MS/HS,How many group rooms are provided in the suite?,SingleSelect,SingleResponse,1,150,True,True,CP-006
CP-007,SRV-ARRIVAL-MAIN-ENTRY,SPT-COMMUNITY-PARTNER,SCAT-AMO,CAT-COMMUNITY-PARTNER-FUNCTION,SUB-COMMUNITY-PARTNER-FUNCTION-LAYOUT,All,How many ensuite storage closets are provided in the suite?,SingleSelect,SingleResponse,1,160,True,True,CP-007
CP-008,SRV-ARRIVAL-MAIN-ENTRY,SPT-COMMUNITY-PARTNER,SCAT-AMO,CAT-COMMUNITY-PARTNER-ENVIRONMENTAL-QUAL,SUB-COMMUNITY-PARTNER-ENVIRONMENTAL--ACOUSTICS,All,Select all that apply (Acoustic Features in the Community Room),MultiSelect,MixedItemScoring,1,170,True,True,CP-008
CP-009,SRV-ARRIVAL-MAIN-ENTRY,SPT-COMMUNITY-PARTNER,SCAT-AMO,CAT-COMMUNITY-PARTNER-ENVIRONMENTAL-QUAL,SUB-COMMUNITY-PARTNER-ENVIRONMENTAL--OCCUPANT-COMFORT,All,What temperature controls are provided within the suite?,SingleSelect,SingleResponse,1,180,True,True,CP-009
CP-010,SRV-ARRIVAL-MAIN-ENTRY,SPT-COMMUNITY-PARTNER,SCAT-AMO,CAT-COMMUNITY-PARTNER-FF-E,SUB-COMMUNITY-PARTNER-FF-E-FURNITURE,All,Select all that apply (Furniture),MultiSelect,MixedItemScoring,1,190,True,True,CP-010
CP-011,SRV-ARRIVAL-MAIN-ENTRY,SPT-COMMUNITY-PARTNER,SCAT-AMO,CAT-COMMUNITY-PARTNER-FF-E,SUB-COMMUNITY-PARTNER-FF-E-FURNITURE,All,What is the condition of the furniture?,SingleSelect,SingleResponse,1,200,True,True,CP-011
CP-012,SRV-ARRIVAL-MAIN-ENTRY,SPT-COMMUNITY-PARTNER,SCAT-AMO,CAT-COMMUNITY-PARTNER-FF-E,SUB-COMMUNITY-PARTNER-FF-E-FLOORING,All,What type of flooring is in the space?,SingleSelect,SingleResponse,1,210,True,True,CP-012
CP-013,SRV-ARRIVAL-MAIN-ENTRY,SPT-COMMUNITY-PARTNER,SCAT-AMO,CAT-COMMUNITY-PARTNER-INFRASTRUCTURE,SUB-COMMUNITY-PARTNER-INFRASTRUCTURE-GENERAL,All,Select all that apply (General Inventory),MultiSelect,MixedItemScoring,1,220,True,True,CP-013
PL-003,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-FUNCTION,SUB-PLC-FUNCTION-LAYOUT,All,Does the room shape allow for clear sightlines and flexible configuration for group work?,YesNo,SingleResponse,1,230,True,True,PL-003
PL-004,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-FUNCTION,SUB-PLC-FUNCTION-LAYOUT,All,Where is the small meeting room for phone calls and one-on-one meetings located relative to the PLC?,SingleSelect,SingleResponse,1,240,True,True,PL-004
PL-005,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-INFRASTRUCTURE,SUB-PLC-INFRASTRUCTURE-LIGHTING,All,Select all that apply (Lighting),MultiSelect,MixedItemScoring,1,250,True,True,PL-005
PL-006,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-ENVIRONMENTAL-QUAL,SUB-PLC-ENVIRONMENTAL--AESTHETICS,All,Which of the following describe the color scheme in the space?,SingleSelect,SingleResponse,1,260,True,True,PL-006
PL-007,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-INFRASTRUCTURE,SUB-PLC-INFRASTRUCTURE-DAYLIGHTING,All,Are there exterior windows?,YesNo,SingleResponse,1,270,True,True,PL-007
PL-008,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-INFRASTRUCTURE,SUB-PLC-INFRASTRUCTURE-DAYLIGHTING,All,Select all that apply (Exterior Windows),MultiSelect,MixedItemScoring,1,280,True,True,PL-008
PL-009,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-INFRASTRUCTURE,SUB-PLC-INFRASTRUCTURE-DAYLIGHTING,All,What window coverings are provided on exterior windows?,SingleSelect,SingleResponse,1,290,True,True,PL-009
PL-010,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-INFRASTRUCTURE,SUB-PLC-INFRASTRUCTURE-STORAGE,All,Select all that apply (Storage),MultiSelect,MixedItemScoring,1,300,True,True,PL-010
PL-011,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-INFRASTRUCTURE,SUB-PLC-INFRASTRUCTURE-STORAGE,All,How sufficient does the storage appear for the space's program needs?,SingleSelect,SingleResponse,1,310,True,True,PL-011
PL-012,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-INFRASTRUCTURE,SUB-PLC-INFRASTRUCTURE-STORAGE,All,What lockable personal storage is provided for staff using the space?,SingleSelect,SingleResponse,1,320,True,True,PL-012
PL-013,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-INFRASTRUCTURE,SUB-PLC-INFRASTRUCTURE-DISPLAY,All,"How much writable surface (e.g., markerboard) is provided, excluding glass? Include both fixed and mobile surfaces.",SingleSelect,SingleResponse,1,330,True,True,PL-013
PL-014,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-INFRASTRUCTURE,SUB-PLC-INFRASTRUCTURE-POWER-SOURCES,All,"How many general-use outlets are provided? (Count each wall plate as one, regardless of the number of plugs.)",SingleSelect,SingleResponse,1,340,True,True,PL-014
PL-015,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-INFRASTRUCTURE,SUB-PLC-INFRASTRUCTURE-POWER-SOURCES,All,How many walls in the space have general-use outlets?,SingleSelect,SingleResponse,1,350,True,True,PL-015
PL-016,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-INFRASTRUCTURE,SUB-PLC-INFRASTRUCTURE-POWER-SOURCES,All,How many walls in the space have data outlets?,SingleSelect,SingleResponse,1,360,True,True,PL-016
PL-017,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-ENVIRONMENTAL-QUAL,SUB-PLC-ENVIRONMENTAL--OCCUPANT-COMFORT,All,Select one (Temperature Control),SingleSelect,SingleResponse,1,370,True,True,PL-017
PL-018,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-FUNCTION,SUB-PLC-FUNCTION-SAFETY,All,"Is visibility provided into the space from adjacent interior spaces (i.e., glass exists, even if currently covered)?",YesNo,SingleResponse,1,380,True,True,PL-018
PL-019,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-FUNCTION,SUB-PLC-FUNCTION-SAFETY,All,What type of visibility is provided into the space from adjacent interior spaces?,MultiSelect,MixedItemScoring,1,390,True,True,PL-019
PL-020,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-FUNCTION,SUB-PLC-FUNCTION-SAFETY,All,Select all that apply (Safety),MultiSelect,MixedItemScoring,1,400,True,True,PL-020
PL-021,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-FF-E,SUB-PLC-FF-E-FURNITURE,All,How many workstations are provided for staff?,SingleSelect,SingleResponse,1,410,True,True,PL-021
PL-022,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-FF-E,SUB-PLC-FF-E-FURNITURE,All,Select all that apply (Furniture),MultiSelect,MixedItemScoring,1,420,True,True,PL-022
PL-023,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-FF-E,SUB-PLC-FF-E-FURNITURE,All,How easily can the furniture be rearranged?,SingleSelect,SingleResponse,1,430,True,True,PL-023
PL-024,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-FF-E,SUB-PLC-FF-E-FURNITURE,All,What is the condition of the furniture?,SingleSelect,SingleResponse,1,440,True,True,PL-024
PL-025,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-FF-E,SUB-PLC-FF-E-FLOORING,All,What type of flooring is in the space?,SingleSelect,SingleResponse,1,450,True,True,PL-025
PL-026,SRV-ADMIN,SPT-PLC,SCAT-ADM,CAT-PLC-INFRASTRUCTURE,SUB-PLC-INFRASTRUCTURE-GENERAL,All,Select all that apply (General Inventory),MultiSelect,MixedItemScoring,1,460,True,True,PL-026
