QuestionID,SurveyID,SpaceTypeID,ScoringCategoryID,CategoryID,SubcategoryID,GradeApplicability,QuestionText,QuestionType,ParentScoringPattern,QuestionWeight,DisplayOrder,IsRequired,IsActive,LegacyQuestionID
SL-012,SRV-SENSORY-LAB,SPT-SENSORY-LAB,SCAT-STU,CAT-SL-ENVIRONMENTAL-QUALITY,SUB-SL-ENVIRONMENTAL-QUALITY-OCCUPANT-COMFORT,ALL,Select one (Temperature Control),SingleSelect,SingleResponse,1,120,True,True,
SL-013,SRV-SENSORY-LAB,SPT-SENSORY-LAB,SCAT-STU,CAT-SL-FUNCTION,SUB-SL-FUNCTION-SAFETY,ALL,"Is visibility provided into the space from adjacent interior spaces (i.e., glass exists, even if currently covered)?",YesNo,SingleResponse,1,130,True,True,
SL-014,SRV-SENSORY-LAB,SPT-SENSORY-LAB,SCAT-STU,CAT-SL-FUNCTION,SUB-SL-FUNCTION-SAFETY,ALL,What type of visibility is provided into the space from adjacent interior spaces?,MultiSelect,MixedItemScoring,1,140,True,True,
SL-015,SRV-SENSORY-LAB,SPT-SENSORY-LAB,SCAT-STU,CAT-SL-FUNCTION,SUB-SL-FUNCTION-SAFETY,ALL,Select all that apply (Safety),MultiSelect,MixedItemScoring,1,150,True,True,
SL-016,SRV-SENSORY-LAB,SPT-SENSORY-LAB,SCAT-STU,CAT-SL-FF-E,SUB-SL-FF-E-FURNITURE,ALL,Select all that apply (Furniture),MultiSelect,MixedItemScoring,1,160,True,True,
SL-017,SRV-SENSORY-LAB,SPT-SENSORY-LAB,SCAT-STU,CAT-SL-FF-E,SUB-SL-FF-E-FURNITURE,ALL,How easily can the furniture be rearranged?,SingleSelect,SingleResponse,1,170,True,True,
SL-018,SRV-SENSORY-LAB,SPT-SENSORY-LAB,SCAT-STU,CAT-SL-FF-E,SUB-SL-FF-E-FURNITURE,ALL,"How varied are the seating options for students (i.e., seating beyond standard hard chairs, such as soft or active seating)?",SingleSelect,SingleResponse,1,180,True,True,
SL-019,SRV-SENSORY-LAB,SPT-SENSORY-LAB,SCAT-STU,CAT-SL-FF-E,SUB-SL-FF-E-FURNITURE,ALL,What is the condition of the furniture?,SingleSelect,SingleResponse,1,190,True,True,
SL-020,SRV-SENSORY-LAB,SPT-SENSORY-LAB,SCAT-STU,CAT-SL-FF-E,SUB-SL-FF-E-FLOORING,ALL,What type of flooring is in the space?,SingleSelect,SingleResponse,1,200,True,True,
SL-021,SRV-SENSORY-LAB,SPT-SENSORY-LAB,SCAT-STU,CAT-SL-FUNCTION,SUB-SL-FUNCTION-ADJACENCIES,ALL,What access does the space have to the exterior?,SingleSelect,SingleResponse,1,210,True,True,
SL-022,SRV-SENSORY-LAB,SPT-SENSORY-LAB,SCAT-STU,CAT-SL-INFRASTRUCTURE,SUB-SL-INFRASTRUCTURE-GENERAL,ALL,Select all that apply (Plumbing),MultiSelect,MixedItemScoring,1,220,True,True,
SL-023,SRV-SENSORY-LAB,SPT-SENSORY-LAB,SCAT-STU,CAT-SL-FUNCTION,SUB-SL-FUNCTION-LAYOUT,ALL,Is there direct access to storage within or adjacent to the sensory motor lab for manipulatives?,YesNo,SingleResponse,1,230,True,True,
VL-001,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-FUNCTION,SUB-VL-FUNCTION-AVAILABILITY,"MS, HS",Is there a dedicated Vocational Lab?,YesNo,SingleResponse,1,10,True,True,VL-001
VL-002,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-FUNCTION,SUB-VL-FUNCTION-LAYOUT,"MS, HS",Does the room shape allow for clear sightlines and flexible room configuration options?,YesNo,SingleResponse,1,20,True,True,
VL-003,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-INFRASTRUCTURE,SUB-VL-INFRASTRUCTURE-LIGHTING,"MS, HS",Select all that apply (Lighting),MultiSelect,MixedItemScoring,1,30,True,True,
VL-004,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-ENVIRONMENTAL-QUALITY,SUB-VL-ENVIRONMENTAL-QUALITY-AESTHETICS,"MS, HS",Which of the following describe the color scheme in the space?,SingleSelect,SingleResponse,1,40,True,True,
VL-005,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-INFRASTRUCTURE,SUB-VL-INFRASTRUCTURE-DAYLIGHTING,"MS, HS",Are there exterior windows?,YesNo,SingleResponse,1,50,True,True,
VL-006,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-INFRASTRUCTURE,SUB-VL-INFRASTRUCTURE-DAYLIGHTING,"MS, HS",Select all that apply (Exterior Windows),MultiSelect,MixedItemScoring,1,60,True,True,
VL-007,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-INFRASTRUCTURE,SUB-VL-INFRASTRUCTURE-DAYLIGHTING,"MS, HS",What window coverings are provided on exterior windows?,SingleSelect,SingleResponse,1,70,True,True,
VL-008,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-INFRASTRUCTURE,SUB-VL-INFRASTRUCTURE-STORAGE,"MS, HS",Select all that apply (Storage),MultiSelect,MixedItemScoring,1,80,True,True,
VL-009,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-INFRASTRUCTURE,SUB-VL-INFRASTRUCTURE-STORAGE,"MS, HS",How sufficient does the storage appear for the space's program needs?,SingleSelect,SingleResponse,1,90,True,True,
VL-010,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-INFRASTRUCTURE,SUB-VL-INFRASTRUCTURE-POWER-SOURCES,"MS, HS","How many general-use outlets are provided? (Count each wall plate as one, regardless of the number of plugs.)",SingleSelect,SingleResponse,1,100,True,True,
VL-011,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-INFRASTRUCTURE,SUB-VL-INFRASTRUCTURE-POWER-SOURCES,"MS, HS",How many walls in the space have general-use outlets?,SingleSelect,SingleResponse,1,110,True,True,
VL-012,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-ENVIRONMENTAL-QUALITY,SUB-VL-ENVIRONMENTAL-QUALITY-OCCUPANT-COMFORT,"MS, HS",Select one (Temperature Control),SingleSelect,SingleResponse,1,120,True,True,
VL-013,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-FUNCTION,SUB-VL-FUNCTION-SAFETY,"MS, HS","Is visibility provided into the space from adjacent interior spaces (i.e., glass exists, even if currently covered)?",YesNo,SingleResponse,1,130,True,True,
VL-014,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-FUNCTION,SUB-VL-FUNCTION-SAFETY,"MS, HS",What type of visibility is provided into the space from adjacent interior spaces?,MultiSelect,MixedItemScoring,1,140,True,True,
VL-015,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-FUNCTION,SUB-VL-FUNCTION-SAFETY,"MS, HS",Select all that apply (Safety),MultiSelect,MixedItemScoring,1,150,True,True,
VL-016,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-FF-E,SUB-VL-FF-E-FURNITURE,"MS, HS",Select all that apply (Furniture),MultiSelect,MixedItemScoring,1,160,True,True,
VL-017,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-FF-E,SUB-VL-FF-E-FURNITURE,MS/HS,How easily can the furniture be rearranged?,SingleSelect,SingleResponse,1,170,True,True,
VL-018,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-FF-E,SUB-VL-FF-E-FURNITURE,MS/HS,"How varied are the seating options for students (i.e., seating beyond standard hard chairs, such as soft or active seating)?",SingleSelect,SingleResponse,1,180,True,True,
VL-019,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-FF-E,SUB-VL-FF-E-FURNITURE,MS/HS,What is the condition of the furniture?,SingleSelect,SingleResponse,1,190,True,True,
VL-020,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-FF-E,SUB-VL-FF-E-FLOORING,MS/HS,What type of flooring is in the space?,SingleSelect,SingleResponse,1,200,True,True,
VL-021,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-FUNCTION,SUB-VL-FUNCTION-ADJACENCIES,MS/HS,What access does the space have to the exterior?,SingleSelect,SingleResponse,1,210,True,True,
VL-022,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-INFRASTRUCTURE,SUB-VL-INFRASTRUCTURE-GENERAL,MS/HS,Select all that apply (Plumbing),MultiSelect,MixedItemScoring,1,220,True,True,
VL-023,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-ENVIRONMENTAL-QUALITY,SUB-VL-ENVIRONMENTAL-QUALITY-FINISHES,MS/HS,What type of acoustic treatment is in the room?,MultiSelect,MixedItemScoring,1,230,True,True,
VL-024,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-INFRASTRUCTURE,SUB-VL-INFRASTRUCTURE-DISPLAY,MS/HS,"How much writable surface (e.g., markerboard) is provided, excluding glass? Include both fixed and mobile surfaces.",SingleSelect,SingleResponse,1,240,True,True,
VL-025,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-FUNCTION,SUB-VL-FUNCTION-SAFETY,MS/HS,"Is visibility provided into the space from adjacent interior spaces (i.e., glass exists, even if currently covered)?",YesNo,SingleResponse,1,250,True,True,
VL-026,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-FF-E,SUB-VL-FF-E-FURNITURE,MS/HS,Select all that apply (Furniture),MultiSelect,MixedItemScoring,1,260,True,True,
VL-027,SRV-VOC-LAB,SPT-VOC-LAB,SCAT-STU,CAT-VL-FUNCTION,SUB-VL-FUNCTION-LAYOUT,ALL,Select all that apply (Proximities),MultiSelect,MixedItemScoring,1,270,True,True,
LS-001,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-FUNCTION,SUB-LS-FUNCTION-AVAILABILITY,ALL,Is there a dedicated Life Skills Room?,YesNo,SingleResponse,1,10,True,True,LS-001
LS-002,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-FUNCTION,SUB-LS-FUNCTION-LAYOUT,ALL,Does the room shape allow for clear sightlines and flexible room configuration options?,YesNo,SingleResponse,1,20,True,True,
LS-003,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-INFRASTRUCTURE,SUB-LS-INFRASTRUCTURE-LIGHTING,ALL,Select all that apply (Lighting),MultiSelect,MixedItemScoring,1,30,True,True,
LS-004,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-ENVIRONMENTAL-QUALITY,SUB-LS-ENVIRONMENTAL-QUALITY-AESTHETICS,ALL,Which of the following describe the color scheme in the space?,SingleSelect,SingleResponse,1,40,True,True,
LS-005,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-INFRASTRUCTURE,SUB-LS-INFRASTRUCTURE-DAYLIGHTING,ALL,Are there exterior windows?,YesNo,SingleResponse,1,50,True,True,
LS-006,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-INFRASTRUCTURE,SUB-LS-INFRASTRUCTURE-DAYLIGHTING,ALL,Select all that apply (Exterior Windows),MultiSelect,MixedItemScoring,1,60,True,True,
LS-007,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-INFRASTRUCTURE,SUB-LS-INFRASTRUCTURE-DAYLIGHTING,ALL,What window coverings are provided on exterior windows?,SingleSelect,SingleResponse,1,70,True,True,
LS-008,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-INFRASTRUCTURE,SUB-LS-INFRASTRUCTURE-STORAGE,ALL,Select all that apply (Storage),MultiSelect,MixedItemScoring,1,80,True,True,
LS-009,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-INFRASTRUCTURE,SUB-LS-INFRASTRUCTURE-STORAGE,ALL,How sufficient does the storage appear for the space's program needs?,SingleSelect,SingleResponse,1,90,True,True,
LS-010,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-INFRASTRUCTURE,SUB-LS-INFRASTRUCTURE-POWER-SOURCES,ALL,"How many general-use outlets are provided? (Count each wall plate as one, regardless of the number of plugs.)",SingleSelect,SingleResponse,1,100,True,True,
LS-011,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-INFRASTRUCTURE,SUB-LS-INFRASTRUCTURE-POWER-SOURCES,ALL,How many walls in the space have general-use outlets?,SingleSelect,SingleResponse,1,110,True,True,
LS-012,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-ENVIRONMENTAL-QUALITY,SUB-LS-ENVIRONMENTAL-QUALITY-OCCUPANT-COMFORT,ALL,Select one (Temperature Control),SingleSelect,SingleResponse,1,120,True,True,
LS-013,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-FUNCTION,SUB-LS-FUNCTION-SAFETY,ALL,"Is visibility provided into the space from adjacent interior spaces (i.e., glass exists, even if currently covered)?",YesNo,SingleResponse,1,130,True,True,
LS-014,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-FUNCTION,SUB-LS-FUNCTION-SAFETY,ALL,What type of visibility is provided into the space from adjacent interior spaces?,MultiSelect,MixedItemScoring,1,140,True,True,
LS-015,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-FUNCTION,SUB-LS-FUNCTION-SAFETY,ALL,Select all that apply (Safety),MultiSelect,MixedItemScoring,1,150,True,True,
LS-016,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-FF-E,SUB-LS-FF-E-FURNITURE,ALL,Select all that apply (Appliances),MultiSelect,MixedItemScoring,1,160,True,True,
LS-017,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-FF-E,SUB-LS-FF-E-FURNITURE,ALL,How easily can the furniture be rearranged?,SingleSelect,SingleResponse,1,170,True,True,
LS-018,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-FF-E,SUB-LS-FF-E-FURNITURE,ALL,"How varied are the seating options for students (i.e., seating beyond standard hard chairs, such as soft or active seating)?",SingleSelect,SingleResponse,1,180,True,True,
LS-019,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-FF-E,SUB-LS-FF-E-FURNITURE,ALL,What is the condition of the furniture?,SingleSelect,SingleResponse,1,190,True,True,
LS-020,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-FF-E,SUB-LS-FF-E-FLOORING,ALL,What type of flooring is in the space?,SingleSelect,SingleResponse,1,200,True,True,
LS-021,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-FUNCTION,SUB-LS-FUNCTION-ADJACENCIES,ALL,What access does the space have to the exterior?,SingleSelect,SingleResponse,1,210,True,True,
LS-022,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-INFRASTRUCTURE,SUB-LS-INFRASTRUCTURE-GENERAL,ALL,Select all that apply (Plumbing),MultiSelect,MixedItemScoring,1,220,True,True,
LS-023,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-ENVIRONMENTAL-QUALITY,SUB-LS-ENVIRONMENTAL-QUALITY-FINISHES,ALL,What type of acoustic treatment is in the room?,MultiSelect,MixedItemScoring,1,230,True,True,
LS-024,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-INFRASTRUCTURE,SUB-LS-INFRASTRUCTURE-DISPLAY,MS/HS,"How much writable surface (e.g., markerboard) is provided, excluding glass? Include both fixed and mobile surfaces.",SingleSelect,SingleResponse,1,240,True,True,
LS-025,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-FUNCTION,SUB-LS-FUNCTION-SAFETY,MS/HS,"Is visibility provided into the space from adjacent interior spaces (i.e., glass exists, even if currently covered)?",YesNo,SingleResponse,1,250,True,True,
LS-026,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-FF-E,SUB-LS-FF-E-FURNITURE,MS/HS,Select all that apply (Furniture),MultiSelect,MixedItemScoring,1,260,True,True,
LS-027,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-FUNCTION,SUB-LS-FUNCTION-SAFETY,MS/HS,Is Life Skills in close proximity to a dedicated learner drop-off?,YesNo,SingleResponse,1,270,True,True,
LS-028,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-FUNCTION,SUB-LS-FUNCTION-SAFETY,MS/HS,Is there an ADA restroom directly adjacent to at least one SPED Flex Studio to support Life Skills program?,YesNo,SingleResponse,1,280,True,True,
LS-029,SRV-LIFE-SKILLS,SPT-LIFE-SKILLS,SCAT-STU,CAT-LS-FUNCTION,SUB-LS-FUNCTION-SAFETY,MS/HS,Is there a kitchenette within the flex studio designated for Life Skills?,YesNo,SingleResponse,1,290,True,True,
